review_id,customer_id,book_id,rating,review_text,created_at,_ingestion_timestamp,_source_file
1101,1327,1,3,Had potential but did not quite deliver on its promise.,2022-02-14 19:27:09,2026-08-12T13:29:33.761206,reviews.csv
5540,2067,24,3,Average. Had its moments but failed to really engage me.,2023-04-06 05:48:04,2026-08-12T13:29:33.761206,reviews.csv
5252,1133,3,4,Above average. Would recommend to fans of the genre.,2023-10-16 06:01:21,2026-08-12T13:29:33.761206,reviews.csv
1276,400,8,3,Had potential but did not quite deliver on its promise.,2024-11-23 07:31:30,2026-08-12T13:29:33.761206,reviews.csv
397,778,32,3,,2023-08-11 21:29:35,2026-08-12T13:29:33.761206,reviews.csv
410,532,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-31 20:01:03,2026-08-12T13:29:33.761206,reviews.csv
4397,1667,1,3,Neither great nor terrible. Passes the time.,2022-09-30 18:17:12,2026-08-12T13:29:33.761206,reviews.csv
1312,1038,10,7,Perfect blend of story and insight. Will read again.,2021-12-19 08:57:42,2026-08-12T13:29:33.761206,reviews.csv
3936,2494,1,4,"Good book, though the ending felt a little rushed.",2024-01-19 17:31:36,2026-08-12T13:29:33.761206,reviews.csv
2069,832,1,-1,A very good read overall. Some chapters were slow but worth it.,2023-07-09 19:21:02,2026-08-12T13:29:33.761206,reviews.csv
4773,1405,1,3,Average. Had its moments but failed to really engage me.,2023-08-05 15:57:06,2026-08-12T13:29:33.761206,reviews.csv
3811,125,2,4,Liked it. The first half is stronger than the second.,2023-05-08 09:11:48,2026-08-12T13:29:33.761206,reviews.csv
1091,109,3,5,The writing is exceptional and the story gripped me from page one.,2023-05-27 17:20:47,2026-08-12T13:29:33.761206,reviews.csv
4395,389,13,2,Disappointed. Expected much more based on the reviews.,2020-12-13 21:37:19,2026-08-12T13:29:33.761206,reviews.csv
3542,65,34,4,Above average. Would recommend to fans of the genre.,2024-05-11 19:09:44,2026-08-12T13:29:33.761206,reviews.csv
3285,2245,2,4,Above average. Would recommend to fans of the genre.,2023-08-11 22:57:30,2026-08-12T13:29:33.761206,reviews.csv
3241,1391,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-09-11 19:02:40,2026-08-12T13:29:33.761206,reviews.csv
32,2279,16,2,The plot felt disjointed and the pacing was off throughout.,2024-12-09 14:45:58,2026-08-12T13:29:33.761206,reviews.csv
3623,1949,8,3,"Some interesting parts, but overall felt underwhelming.",2023-12-15 23:29:24,2026-08-12T13:29:33.761206,reviews.csv
2694,2647,3,5,Absolutely loved this book — couldn't put it down!,2024-10-17 13:26:40,2026-08-12T13:29:33.761206,reviews.csv
5518,2345,2,5,The writing is exceptional and the story gripped me from page one.,2024-02-28 21:26:54,2026-08-12T13:29:33.761206,reviews.csv
3425,990,13,3,Neither great nor terrible. Passes the time.,2020-09-19 07:01:18,2026-08-12T13:29:33.761206,reviews.csv
148,185,1,5,The writing is exceptional and the story gripped me from page one.,2024-12-31 12:11:19,2026-08-12T13:29:33.761206,reviews.csv
2491,1321,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-24 15:31:31,2026-08-12T13:29:33.761206,reviews.csv
4463,1904,1,4,A very good read overall. Some chapters were slow but worth it.,2021-10-10 12:59:07,2026-08-12T13:29:33.761206,reviews.csv
4532,1222,1,4,Above average. Would recommend to fans of the genre.,2023-02-23 13:33:29,2026-08-12T13:29:33.761206,reviews.csv
4151,1620,1,3,Decent read. Not my favourite but not bad either.,2023-05-04 12:02:30,2026-08-12T13:29:33.761206,reviews.csv
2640,1121,1,5,,2022-11-11 15:06:25,2026-08-12T13:29:33.761206,reviews.csv
1416,1361,57,5,I finished this in two sittings. Absolutely riveting.,2024-12-11 12:57:41,2026-08-12T13:29:33.761206,reviews.csv
2266,2178,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-09-28 08:10:53,2026-08-12T13:29:33.761206,reviews.csv
3868,149,5,3,"Some interesting parts, but overall felt underwhelming.",2023-11-07 21:26:40,2026-08-12T13:29:33.761206,reviews.csv
3436,1405,3,3,Decent read. Not my favourite but not bad either.,2023-02-17 05:00:02,2026-08-12T13:29:33.761206,reviews.csv
1204,2680,2,3,Decent read. Not my favourite but not bad either.,2023-11-10 08:00:18,2026-08-12T13:29:33.761206,reviews.csv
4131,1514,110,4,Liked it. The first half is stronger than the second.,2021-08-04 15:49:21,2026-08-12T13:29:33.761206,reviews.csv
5617,956,14,4,Well-written and engaging. A few plot holes but forgivable.,2023-11-24 14:15:41,2026-08-12T13:29:33.761206,reviews.csv
3607,1824,1,2,Struggled to get through it. The story meanders endlessly.,2024-10-26 07:19:43,2026-08-12T13:29:33.761206,reviews.csv
4106,2189,17,4,Mostly great. The middle section drags a bit.,2021-06-09 08:58:19,2026-08-12T13:29:33.761206,reviews.csv
2116,1426,5,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-11 20:42:37,2026-08-12T13:29:33.761206,reviews.csv
1388,1308,8,3,Neither great nor terrible. Passes the time.,2023-04-14 08:55:14,2026-08-12T13:29:33.761206,reviews.csv
166,2528,2,3,Average. Had its moments but failed to really engage me.,2023-10-08 12:32:19,2026-08-12T13:29:33.761206,reviews.csv
2117,2786,1,3,Decent read. Not my favourite but not bad either.,2024-09-01 16:42:37,2026-08-12T13:29:33.761206,reviews.csv
2258,325,1,4,"Good book, though the ending felt a little rushed.",2023-12-09 09:51:26,2026-08-12T13:29:33.761206,reviews.csv
4803,402,1,3,"Some interesting parts, but overall felt underwhelming.",2023-07-29 13:47:41,2026-08-12T13:29:33.761206,reviews.csv
4275,2551,5,3,"Mixed feelings. Good premise, mediocre execution.",2024-12-31 14:27:57,2026-08-12T13:29:33.761206,reviews.csv
1263,377,18,2,Would not recommend. Too slow and the payoff was not worth it.,2022-05-19 10:18:09,2026-08-12T13:29:33.761206,reviews.csv
1083,1085,4,3,Neither great nor terrible. Passes the time.,2024-12-20 14:28:11,2026-08-12T13:29:33.761206,reviews.csv
5047,2684,19,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-04-05 14:42:41,2026-08-12T13:29:33.761206,reviews.csv
3963,2782,5,2,Struggled to get through it. The story meanders endlessly.,2023-05-27 21:10:32,2026-08-12T13:29:33.761206,reviews.csv
4597,2616,1,4,Liked it. The first half is stronger than the second.,2023-10-04 08:41:15,2026-08-12T13:29:33.761206,reviews.csv
2883,2350,2,4,,2024-04-21 17:27:44,2026-08-12T13:29:33.761206,reviews.csv
1590,642,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-14 17:17:48,2026-08-12T13:29:33.761206,reviews.csv
533,1104,8,3,It was okay. The hype around this book is a bit overstated.,2023-12-29 12:17:34,2026-08-12T13:29:33.761206,reviews.csv
5572,1425,8,3,Average. Had its moments but failed to really engage me.,2021-06-13 20:23:32,2026-08-12T13:29:33.761206,reviews.csv
2668,315,16,3,"Some interesting parts, but overall felt underwhelming.",2024-08-22 17:20:54,2026-08-12T13:29:33.761206,reviews.csv
3006,2749,1,5,Perfect blend of story and insight. Will read again.,2023-01-06 18:58:23,2026-08-12T13:29:33.761206,reviews.csv
5040,325,3,3,It was okay. The hype around this book is a bit overstated.,2023-02-08 12:07:21,2026-08-12T13:29:33.761206,reviews.csv
5159,377,8,4,,2023-08-31 16:36:34,2026-08-12T13:29:33.761206,reviews.csv
3948,977,11,5,Beautifully written. The author's style is simply stunning.,2023-04-04 12:31:47,2026-08-12T13:29:33.761206,reviews.csv
4140,2637,1,3,Average. Had its moments but failed to really engage me.,2022-07-24 20:32:46,2026-08-12T13:29:33.761206,reviews.csv
3535,1608,1,5,Perfect blend of story and insight. Will read again.,2024-09-08 09:55:34,2026-08-12T13:29:33.761206,reviews.csv
5263,1020,24,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-05-30 18:46:15,2026-08-12T13:29:33.761206,reviews.csv
2409,2746,13,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-07 11:32:44,2026-08-12T13:29:33.761206,reviews.csv
1464,559,3,2,Disappointed. Expected much more based on the reviews.,2024-01-06 16:04:41,2026-08-12T13:29:33.761206,reviews.csv
415,2053,82,3,It was okay. The hype around this book is a bit overstated.,2022-10-14 16:22:27,2026-08-12T13:29:33.761206,reviews.csv
850,1046,87,4,"Good book, though the ending felt a little rushed.",2021-09-09 19:14:10,2026-08-12T13:29:33.761206,reviews.csv
606,2368,3,3,Neither great nor terrible. Passes the time.,2024-12-12 06:32:36,2026-08-12T13:29:33.761206,reviews.csv
4273,1133,7,3,It was okay. The hype around this book is a bit overstated.,2021-03-27 20:44:43,2026-08-12T13:29:33.761206,reviews.csv
3970,1453,18,2,Overrated. I did not enjoy the characters at all.,2023-11-26 16:11:52,2026-08-12T13:29:33.761206,reviews.csv
1968,1137,1,4,,2024-10-06 20:46:57,2026-08-12T13:29:33.761206,reviews.csv
912,639,11,3,Average. Had its moments but failed to really engage me.,2022-12-31 18:34:53,2026-08-12T13:29:33.761206,reviews.csv
832,932,2,3,Neither great nor terrible. Passes the time.,2022-03-18 11:21:03,2026-08-12T13:29:33.761206,reviews.csv
4640,1830,2,4,Mostly great. The middle section drags a bit.,2024-10-11 00:26:11,2026-08-12T13:29:33.761206,reviews.csv
138,1180,2,3,It was okay. The hype around this book is a bit overstated.,2024-07-22 12:43:38,2026-08-12T13:29:33.761206,reviews.csv
1222,2544,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-14 18:39:31,2026-08-12T13:29:33.761206,reviews.csv
1569,2720,26,4,Above average. Would recommend to fans of the genre.,2023-04-13 11:29:37,2026-08-12T13:29:33.761206,reviews.csv
4051,1803,14,5,Brilliant narrative. The characters feel genuinely real.,2024-11-09 17:10:58,2026-08-12T13:29:33.761206,reviews.csv
1282,825,2,5,A masterpiece. Every chapter left me wanting more.,2024-09-20 07:39:19,2026-08-12T13:29:33.761206,reviews.csv
269,1688,2,4,Above average. Would recommend to fans of the genre.,2022-10-22 12:45:15,2026-08-12T13:29:33.761206,reviews.csv
2979,282,1,2,Struggled to get through it. The story meanders endlessly.,2020-11-19 18:40:00,2026-08-12T13:29:33.761206,reviews.csv
3636,2709,4,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-21 13:08:45,2026-08-12T13:29:33.761206,reviews.csv
3972,2267,9,4,,2024-06-08 07:44:30,2026-08-12T13:29:33.761206,reviews.csv
2154,1389,4,2,Overrated. I did not enjoy the characters at all.,2021-11-21 11:57:17,2026-08-12T13:29:33.761206,reviews.csv
3638,1166,2,3,"Mixed feelings. Good premise, mediocre execution.",2021-09-13 11:52:10,2026-08-12T13:29:33.761206,reviews.csv
864,172,12,4,,2024-12-31 13:58:10,2026-08-12T13:29:33.761206,reviews.csv
1112,225,1,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-24 08:09:38,2026-08-12T13:29:33.761206,reviews.csv
2081,1218,1,3,Decent read. Not my favourite but not bad either.,2024-11-11 08:16:11,2026-08-12T13:29:33.761206,reviews.csv
1789,1191,5,3,It was okay. The hype around this book is a bit overstated.,2022-12-25 15:34:23,2026-08-12T13:29:33.761206,reviews.csv
4795,29,6,2,The plot felt disjointed and the pacing was off throughout.,2022-09-05 08:32:03,2026-08-12T13:29:33.761206,reviews.csv
474,2688,3,4,A very good read overall. Some chapters were slow but worth it.,2024-02-17 15:22:53,2026-08-12T13:29:33.761206,reviews.csv
2769,1041,14,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-04-14 08:03:56,2026-08-12T13:29:33.761206,reviews.csv
3558,1006,2,4,Above average. Would recommend to fans of the genre.,2024-08-18 12:32:33,2026-08-12T13:29:33.761206,reviews.csv
1108,2361,2,4,"Good book, though the ending felt a little rushed.",2024-12-23 18:13:37,2026-08-12T13:29:33.761206,reviews.csv
2022,317,28,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-27 13:54:02,2026-08-12T13:29:33.761206,reviews.csv
2750,1435,13,4,,2024-10-13 16:22:14,2026-08-12T13:29:33.761206,reviews.csv
3797,1287,2,4,Above average. Would recommend to fans of the genre.,2024-01-08 08:08:35,2026-08-12T13:29:33.761206,reviews.csv
3121,718,2,3,It was okay. The hype around this book is a bit overstated.,2023-12-24 07:19:27,2026-08-12T13:29:33.761206,reviews.csv
4492,2066,10,2,The plot felt disjointed and the pacing was off throughout.,2022-09-02 07:26:09,2026-08-12T13:29:33.761206,reviews.csv
5307,1486,1,5,Exceeded all my expectations. Truly extraordinary.,2024-05-17 07:25:15,2026-08-12T13:29:33.761206,reviews.csv
3052,1822,12,4,Liked it. The first half is stronger than the second.,2024-11-04 19:00:33,2026-08-12T13:29:33.761206,reviews.csv
4731,1196,21,4,"Good book, though the ending felt a little rushed.",2024-09-26 07:52:28,2026-08-12T13:29:33.761206,reviews.csv
3181,410,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-09-13 13:02:35,2026-08-12T13:29:33.761206,reviews.csv
299,2539,13,3,"Some interesting parts, but overall felt underwhelming.",2024-12-25 10:20:26,2026-08-12T13:29:33.761206,reviews.csv
2053,1106,3,3,It was okay. The hype around this book is a bit overstated.,2022-10-21 21:24:44,2026-08-12T13:29:33.761206,reviews.csv
647,1655,1,4,A very good read overall. Some chapters were slow but worth it.,2024-12-09 19:43:16,2026-08-12T13:29:33.761206,reviews.csv
528,2003,2,4,A very good read overall. Some chapters were slow but worth it.,2023-07-27 14:44:09,2026-08-12T13:29:33.761206,reviews.csv
112,1520,1,4,Liked it. The first half is stronger than the second.,2023-05-12 20:09:51,2026-08-12T13:29:33.761206,reviews.csv
760,1478,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-05-22 20:10:25,2026-08-12T13:29:33.761206,reviews.csv
3923,2210,6,4,"Good book, though the ending felt a little rushed.",2024-12-04 18:38:54,2026-08-12T13:29:33.761206,reviews.csv
4203,301,1,4,Above average. Would recommend to fans of the genre.,2022-06-23 04:13:18,2026-08-12T13:29:33.761206,reviews.csv
4111,600,62,3,Decent read. Not my favourite but not bad either.,2022-02-23 15:25:35,2026-08-12T13:29:33.761206,reviews.csv
2986,1968,1,5,Beautifully written. The author's style is simply stunning.,2022-07-12 09:36:41,2026-08-12T13:29:33.761206,reviews.csv
344,1807,2,5,Beautifully written. The author's style is simply stunning.,2024-04-20 11:45:02,2026-08-12T13:29:33.761206,reviews.csv
3085,1971,2,4,Well-written and engaging. A few plot holes but forgivable.,2024-03-28 12:29:28,2026-08-12T13:29:33.761206,reviews.csv
335,1519,1,5,The writing is exceptional and the story gripped me from page one.,2023-06-12 18:02:50,2026-08-12T13:29:33.761206,reviews.csv
1834,875,1,3,It was okay. The hype around this book is a bit overstated.,2022-10-06 22:18:08,2026-08-12T13:29:33.761206,reviews.csv
539,856,16,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-02-28 14:52:41,2026-08-12T13:29:33.761206,reviews.csv
2805,538,3,2,The plot felt disjointed and the pacing was off throughout.,2023-10-23 14:45:24,2026-08-12T13:29:33.761206,reviews.csv
3381,519,7,5,The writing is exceptional and the story gripped me from page one.,2023-06-06 21:27:11,2026-08-12T13:29:33.761206,reviews.csv
3430,1546,1,5,Brilliant narrative. The characters feel genuinely real.,2024-01-01 12:12:13,2026-08-12T13:29:33.761206,reviews.csv
254,1792,96,3,"Mixed feelings. Good premise, mediocre execution.",2024-08-13 18:39:31,2026-08-12T13:29:33.761206,reviews.csv
4486,1130,6,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-02-24 13:10:50,2026-08-12T13:29:33.761206,reviews.csv
72,2225,4,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-08 13:26:50,2026-08-12T13:29:33.761206,reviews.csv
3420,2578,1,4,Liked it. The first half is stronger than the second.,2024-03-09 20:34:39,2026-08-12T13:29:33.761206,reviews.csv
1061,1410,1,3,"Some interesting parts, but overall felt underwhelming.",2020-09-28 09:44:02,2026-08-12T13:29:33.761206,reviews.csv
5462,2444,4,3,"Mixed feelings. Good premise, mediocre execution.",2023-10-05 20:40:23,2026-08-12T13:29:33.761206,reviews.csv
2365,329,1,3,Neither great nor terrible. Passes the time.,2024-11-29 15:04:32,2026-08-12T13:29:33.761206,reviews.csv
1364,1652,1,5,Perfect blend of story and insight. Will read again.,2020-05-16 12:15:12,2026-08-12T13:29:33.761206,reviews.csv
2940,1979,1,4,Mostly great. The middle section drags a bit.,2023-03-16 18:33:18,2026-08-12T13:29:33.761206,reviews.csv
4044,938,2,5,,2023-03-22 16:25:15,2026-08-12T13:29:33.761206,reviews.csv
3802,2022,1,4,Above average. Would recommend to fans of the genre.,2024-02-02 12:13:45,2026-08-12T13:29:33.761206,reviews.csv
4677,2012,11,4,A very good read overall. Some chapters were slow but worth it.,2023-05-28 19:38:44,2026-08-12T13:29:33.761206,reviews.csv
4189,1916,5,3,Neither great nor terrible. Passes the time.,2023-09-02 21:05:25,2026-08-12T13:29:33.761206,reviews.csv
3343,2205,1,3,Average. Had its moments but failed to really engage me.,2021-11-04 10:08:53,2026-08-12T13:29:33.761206,reviews.csv
492,1857,1,4,"Good book, though the ending felt a little rushed.",2024-12-31 19:05:24,2026-08-12T13:29:33.761206,reviews.csv
5315,2700,2,4,"Good book, though the ending felt a little rushed.",2022-09-01 08:19:12,2026-08-12T13:29:33.761206,reviews.csv
3527,1281,2,3,"Mixed feelings. Good premise, mediocre execution.",2020-08-21 09:09:18,2026-08-12T13:29:33.761206,reviews.csv
479,1700,23,4,Above average. Would recommend to fans of the genre.,2020-02-01 19:21:19,2026-08-12T13:29:33.761206,reviews.csv
1923,1155,4,3,"Mixed feelings. Good premise, mediocre execution.",2024-12-12 07:48:42,2026-08-12T13:29:33.761206,reviews.csv
4314,1782,2,3,"Some interesting parts, but overall felt underwhelming.",2024-05-11 09:52:51,2026-08-12T13:29:33.761206,reviews.csv
4098,939,1,3,Had potential but did not quite deliver on its promise.,2024-06-13 11:01:19,2026-08-12T13:29:33.761206,reviews.csv
530,1392,3,3,Had potential but did not quite deliver on its promise.,2023-04-21 20:27:31,2026-08-12T13:29:33.761206,reviews.csv
3208,1193,62,4,"Good book, though the ending felt a little rushed.",2024-12-31 01:22:31,2026-08-12T13:29:33.761206,reviews.csv
1795,2093,2,4,Liked it. The first half is stronger than the second.,2023-09-13 10:20:29,2026-08-12T13:29:33.761206,reviews.csv
3796,1223,1,5,Perfect blend of story and insight. Will read again.,2020-04-03 11:45:42,2026-08-12T13:29:33.761206,reviews.csv
4580,2146,4,2,Would not recommend. Too slow and the payoff was not worth it.,2020-10-02 15:12:35,2026-08-12T13:29:33.761206,reviews.csv
4942,942,3,4,Above average. Would recommend to fans of the genre.,2021-11-10 15:27:13,2026-08-12T13:29:33.761206,reviews.csv
1010,782,1,3,Had potential but did not quite deliver on its promise.,2024-05-05 11:07:56,2026-08-12T13:29:33.761206,reviews.csv
175,1691,2,4,Liked it. The first half is stronger than the second.,2023-07-03 19:24:04,2026-08-12T13:29:33.761206,reviews.csv
1978,1402,7,5,One of the best reads I have had in years. Highly recommended.,2020-12-16 10:55:46,2026-08-12T13:29:33.761206,reviews.csv
1359,1973,9,5,One of the best reads I have had in years. Highly recommended.,2023-02-28 06:51:36,2026-08-12T13:29:33.761206,reviews.csv
2950,691,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-04-18 06:42:45,2026-08-12T13:29:33.761206,reviews.csv
4928,640,1,3,Decent read. Not my favourite but not bad either.,2024-01-01 20:04:55,2026-08-12T13:29:33.761206,reviews.csv
3338,2400,1,3,Average. Had its moments but failed to really engage me.,2024-01-06 11:58:05,2026-08-12T13:29:33.761206,reviews.csv
2066,151,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-09-22 17:25:23,2026-08-12T13:29:33.761206,reviews.csv
2609,2760,2,3,It was okay. The hype around this book is a bit overstated.,2024-11-29 07:32:42,2026-08-12T13:29:33.761206,reviews.csv
189,1251,4,5,,2022-06-12 07:06:44,2026-08-12T13:29:33.761206,reviews.csv
1639,1791,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-07 19:54:55,2026-08-12T13:29:33.761206,reviews.csv
1230,1923,26,3,Average. Had its moments but failed to really engage me.,2022-11-18 19:25:53,2026-08-12T13:29:33.761206,reviews.csv
4663,1641,2,5,One of the best reads I have had in years. Highly recommended.,2024-05-30 16:02:14,2026-08-12T13:29:33.761206,reviews.csv
1692,2148,1,3,"Some interesting parts, but overall felt underwhelming.",2024-04-11 19:20:32,2026-08-12T13:29:33.761206,reviews.csv
3779,1971,1,4,Above average. Would recommend to fans of the genre.,2024-04-15 12:00:13,2026-08-12T13:29:33.761206,reviews.csv
3414,2670,1,4,"Good book, though the ending felt a little rushed.",2024-01-31 18:44:35,2026-08-12T13:29:33.761206,reviews.csv
1333,348,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-27 06:12:54,2026-08-12T13:29:33.761206,reviews.csv
5416,483,6,5,One of the best reads I have had in years. Highly recommended.,2024-09-18 18:30:15,2026-08-12T13:29:33.761206,reviews.csv
914,877,1,3,"Some interesting parts, but overall felt underwhelming.",2024-09-08 08:32:10,2026-08-12T13:29:33.761206,reviews.csv
2136,1790,5,4,"Good book, though the ending felt a little rushed.",2022-04-17 20:24:24,2026-08-12T13:29:33.761206,reviews.csv
1518,374,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-31 19:35:04,2026-08-12T13:29:33.761206,reviews.csv
605,2207,14,4,"Good book, though the ending felt a little rushed.",2024-11-10 10:43:28,2026-08-12T13:29:33.761206,reviews.csv
4562,1698,6,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-27 02:22:24,2026-08-12T13:29:33.761206,reviews.csv
5328,1701,4,4,Mostly great. The middle section drags a bit.,2024-07-26 07:31:30,2026-08-12T13:29:33.761206,reviews.csv
2525,2009,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-24 19:49:35,2026-08-12T13:29:33.761206,reviews.csv
944,402,3,2,Overrated. I did not enjoy the characters at all.,2021-11-09 14:44:14,2026-08-12T13:29:33.761206,reviews.csv
792,2048,1,5,Exceeded all my expectations. Truly extraordinary.,2023-11-24 08:43:37,2026-08-12T13:29:33.761206,reviews.csv
3520,1414,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-08-09 16:42:48,2026-08-12T13:29:33.761206,reviews.csv
2975,1316,5,3,Decent read. Not my favourite but not bad either.,2023-12-05 09:17:42,2026-08-12T13:29:33.761206,reviews.csv
2192,2342,2,4,Above average. Would recommend to fans of the genre.,2023-07-31 12:21:15,2026-08-12T13:29:33.761206,reviews.csv
1862,2086,1,3,Decent read. Not my favourite but not bad either.,2021-01-29 09:29:46,2026-08-12T13:29:33.761206,reviews.csv
4476,842,1,4,,2022-08-16 18:22:25,2026-08-12T13:29:33.761206,reviews.csv
5343,2608,28,3,Had potential but did not quite deliver on its promise.,2023-01-30 09:47:34,2026-08-12T13:29:33.761206,reviews.csv
5413,1441,16,5,Brilliant narrative. The characters feel genuinely real.,2024-04-22 11:44:50,2026-08-12T13:29:33.761206,reviews.csv
2693,322,4,4,Liked it. The first half is stronger than the second.,2024-11-19 14:38:35,2026-08-12T13:29:33.761206,reviews.csv
3717,389,12,5,Absolutely loved this book — couldn't put it down!,2022-10-13 21:55:10,2026-08-12T13:29:33.761206,reviews.csv
3216,1658,5,3,"Mixed feelings. Good premise, mediocre execution.",2023-09-08 00:17:17,2026-08-12T13:29:33.761206,reviews.csv
2018,1082,5,4,Mostly great. The middle section drags a bit.,2024-04-12 18:07:42,2026-08-12T13:29:33.761206,reviews.csv
1321,2776,4,2,Disappointed. Expected much more based on the reviews.,2024-01-10 15:51:16,2026-08-12T13:29:33.761206,reviews.csv
4683,131,1,3,"Some interesting parts, but overall felt underwhelming.",2022-02-07 16:41:41,2026-08-12T13:29:33.761206,reviews.csv
2615,2478,1,3,It was okay. The hype around this book is a bit overstated.,2023-10-03 16:17:43,2026-08-12T13:29:33.761206,reviews.csv
4748,348,8,5,A masterpiece. Every chapter left me wanting more.,2023-02-23 10:09:05,2026-08-12T13:29:33.761206,reviews.csv
4251,1026,19,3,Average. Had its moments but failed to really engage me.,2024-05-03 02:46:14,2026-08-12T13:29:33.761206,reviews.csv
5045,2066,2,3,,2022-11-11 20:47:33,2026-08-12T13:29:33.761206,reviews.csv
2028,1783,11,4,Liked it. The first half is stronger than the second.,2024-09-19 20:59:22,2026-08-12T13:29:33.761206,reviews.csv
3960,2722,77,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-10-30 20:27:02,2026-08-12T13:29:33.761206,reviews.csv
4388,1138,1,4,Above average. Would recommend to fans of the genre.,2021-10-11 09:39:07,2026-08-12T13:29:33.761206,reviews.csv
4824,1508,1,3,Had potential but did not quite deliver on its promise.,2024-11-30 09:48:25,2026-08-12T13:29:33.761206,reviews.csv
424,554,2,3,"Mixed feelings. Good premise, mediocre execution.",2023-10-12 09:36:58,2026-08-12T13:29:33.761206,reviews.csv
1741,1832,1,5,Exceeded all my expectations. Truly extraordinary.,2024-10-23 16:49:02,2026-08-12T13:29:33.761206,reviews.csv
3127,1600,2,5,I finished this in two sittings. Absolutely riveting.,2023-10-03 19:57:52,2026-08-12T13:29:33.761206,reviews.csv
633,623,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-08-17 06:25:03,2026-08-12T13:29:33.761206,reviews.csv
1036,1613,2,5,Brilliant narrative. The characters feel genuinely real.,2021-04-01 14:26:41,2026-08-12T13:29:33.761206,reviews.csv
1721,1300,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-04-03 17:04:54,2026-08-12T13:29:33.761206,reviews.csv
1328,422,13,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-11 19:41:36,2026-08-12T13:29:33.761206,reviews.csv
537,2206,9,2,Overrated. I did not enjoy the characters at all.,2022-07-11 14:12:32,2026-08-12T13:29:33.761206,reviews.csv
1444,296,1,3,,2023-07-23 11:32:07,2026-08-12T13:29:33.761206,reviews.csv
4894,1521,3,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-12 20:16:58,2026-08-12T13:29:33.761206,reviews.csv
4901,859,3,4,Mostly great. The middle section drags a bit.,2023-01-06 23:38:56,2026-08-12T13:29:33.761206,reviews.csv
2730,2341,1,4,,2022-04-13 06:32:52,2026-08-12T13:29:33.761206,reviews.csv
1613,953,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-07-08 10:14:35,2026-08-12T13:29:33.761206,reviews.csv
2209,1268,3,3,Neither great nor terrible. Passes the time.,2022-07-18 15:58:04,2026-08-12T13:29:33.761206,reviews.csv
1341,1093,79,2,The plot felt disjointed and the pacing was off throughout.,2024-07-04 09:46:48,2026-08-12T13:29:33.761206,reviews.csv
2958,1205,1,5,This book changed the way I think. A must-read for everyone.,2022-04-04 06:31:12,2026-08-12T13:29:33.761206,reviews.csv
2824,2276,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-02-24 06:37:39,2026-08-12T13:29:33.761206,reviews.csv
4658,608,22,4,A very good read overall. Some chapters were slow but worth it.,2024-05-18 21:58:55,2026-08-12T13:29:33.761206,reviews.csv
2308,1948,1,5,Perfect blend of story and insight. Will read again.,2024-05-01 17:07:11,2026-08-12T13:29:33.761206,reviews.csv
5580,2749,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-01-23 06:04:22,2026-08-12T13:29:33.761206,reviews.csv
4225,2632,6,1,Terrible. Wasted my money and my time.,2021-11-17 11:29:24,2026-08-12T13:29:33.761206,reviews.csv
400,702,2,4,Liked it. The first half is stronger than the second.,2023-12-19 09:32:09,2026-08-12T13:29:33.761206,reviews.csv
