item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000465,ORD000596,PROD00290,9,50685.3,23.38
ITEM000466,ORD000307,PROD00146,10,40378.78,71.44
ITEM000467,ORD000533,PROD00378,4,6403.09,51.65
ITEM000468,ORD000198,PROD00422,6,27313.14,14.66
ITEM000469,ORD000436,PROD00425,7,5008.64,6.22
ITEM000470,ORD000910,PROD00067,8,12965.59,7.81
ITEM000471,ORD000694,PROD00270,7,35335.54,51.89
ITEM000472,ORD000405,PROD00447,5,35099.8,63.65
ITEM000473,ORD000451,PROD00353,8,43929.85,41.69
ITEM000474,ORD000167,PROD00074,9,7714.73,71.12
ITEM000475,ORD000133,PROD00496,9,51809.97,11.81
ITEM000476,ORD000218,PROD00234,8,2053.18,15.68
ITEM000477,ORD000573,PROD00190,2,36135.85,40.86
ITEM000478,ORD000124,PROD00190,10,17446.48,52.28
ITEM000479,ORD000121,PROD00191,5,59462.1,30.33
ITEM000480,ORD000498,PROD00015,3,8614.17,58.96
ITEM000481,ORD000050,PROD00480,5,53354.53,21.56
ITEM000482,ORD000839,PROD00379,8,224.94,54.75
ITEM000483,ORD000070,PROD00446,1,25112.75,57.31
ITEM000484,ORD000580,PROD00232,6,46902.83,47.52
ITEM000485,ORD000738,PROD00427,10,8055.3,13.85
ITEM000486,ORD000652,PROD00236,8,40066.52,14.9
ITEM000487,ORD000746,PROD00167,2,48008.72,66.45
ITEM000488,ORD000420,PROD00199,4,54024.64,33.9
ITEM000489,ORD000047,PROD00491,8,44181.18,64.59
ITEM000490,ORD000887,PROD00085,1,34362.49,79.62
ITEM000491,ORD000725,PROD00159,9,38745.06,64.39
ITEM000492,ORD000088,PROD00099,10,32555.88,75.76
ITEM000493,ORD000981,PROD00292,9,11444.81,47.58
ITEM000494,ORD000919,PROD00010,2,39529.44,53.19
ITEM000495,ORD000986,PROD00010,-1,14792.67,70.56
ITEM000496,ORD000909,PROD00297,8,5170.41,53.35
ITEM000497,ORD000329,PROD00206,10,2794.52,86.2
ITEM000498,ORD000024,PROD00175,7,10912.43,2.41
ITEM000499,ORD000541,PROD00163,7,15504.95,11.46
ITEM000500,ORD000102,PROD00278,3,17192.57,18.27
ITEM000501,ORD000787,PROD00046,3,18476.97,40.73
ITEM000502,ORD000174,PROD00031,10,57671.29,18.15
ITEM000503,ORD000731,PROD00030,5,23457.39,32.0
ITEM000504,ORD000423,PROD00458,6,15550.26,94.16
ITEM000505,ORD000922,PROD00062,1,12233.31,75.21
ITEM000506,ORD000601,PROD00122,8,30566.41,50.44
ITEM000507,ORD000973,PROD00059,5,3731.86,46.48
ITEM000508,ORD000417,PROD00034,8,1831.5,63.35
ITEM000509,ORD000936,PROD00454,1,16222.67,96.35
ITEM000510,ORD000692,PROD00052,4,45802.4,65.16
ITEM000511,ORD000129,PROD00156,10,24464.08,8.39
ITEM000512,ORD000652,PROD00257,4,46994.61,14.24
ITEM000513,ORD000554,PROD00087,4,32298.38,42.38
ITEM000514,ORD000934,PROD00285,8,2603.35,81.26
ITEM000515,ORD000985,PROD00425,10,17426.04,97.21
ITEM000516,ORD000001,PROD00031,8,16470.85,25.09
ITEM000517,ORD000697,PROD00195,6,50562.08,21.28
ITEM000518,ORD000861,PROD00262,5,2824.54,73.92
ITEM000519,ORD000577,PROD00036,5,5473.93,69.84
ITEM000520,ORD000851,PROD00072,9,59929.39,87.83
ITEM000521,ORD000216,PROD00313,9,57449.29,31.83
ITEM000522,ORD000699,PROD00485,6,38146.68,97.96
ITEM000523,ORD000725,PROD00232,5,14831.1,98.3
ITEM000524,ORD000350,PROD00108,8,57543.66,32.85
ITEM000525,ORD000936,PROD00355,3,38821.95,0.2
ITEM000526,ORD000488,PROD00003,1,40395.11,41.32
ITEM000527,ORD000917,PROD00357,8,45771.67,53.81
ITEM000528,ORD000807,PROD00449,-3,1953.76,83.21
ITEM000529,ORD000688,PROD00228,2,21244.38,81.28
ITEM000530,ORD000848,PROD00308,6,23266.39,83.91
ITEM000531,ORD000832,PROD00357,1,7573.36,37.05
ITEM000532,ORD000198,PROD00228,1,13369.09,1.98
ITEM000533,ORD000288,PROD00349,6,11571.55,81.63
ITEM000534,ORD000641,PROD00156,4,14132.05,49.38
ITEM000535,ORD000372,PROD00019,5,29620.99,70.4
ITEM000536,ORD000621,PROD00108,1,11845.6,82.11
ITEM000537,ORD000406,PROD00057,5,34189.22,49.4
ITEM000538,ORD000566,PROD00100,10,40363.32,60.3
ITEM000539,ORD000180,PROD00034,10,7781.96,6.5
ITEM000540,ORD000266,PROD00478,10,51343.19,88.1
ITEM000541,ORD000747,PROD00401,5,11591.91,67.8
ITEM000542,ORD000994,PROD00355,9,36905.95,68.07
ITEM000543,ORD000905,PROD00233,1,56279.63,64.1
ITEM000544,ORD000966,PROD00333,1,51246.2,32.3
ITEM000545,ORD000865,PROD00209,5,7390.89,51.83
ITEM000546,ORD000508,PROD00186,9,45565.4,88.38
ITEM000547,ORD000230,PROD00025,5,55111.65,53.24
ITEM000548,ORD000324,PROD00003,7,11757.03,8.18
ITEM000549,ORD000586,PROD00414,1,59416.85,22.56
ITEM000550,ORD000707,PROD00217,2,55028.01,19.69
ITEM000551,ORD000338,PROD00160,2,37597.08,9.67
ITEM000552,ORD000492,PROD00222,1,35592.59,62.63
ITEM000553,ORD000343,PROD00431,5,14904.5,47.36
ITEM000554,ORD000982,PROD00175,1,49315.86,51.97
ITEM000555,ORD000243,PROD00484,2,46567.39,61.96
ITEM000556,ORD000783,PROD00049,8,34778.17,8.55
ITEM000557,ORD000063,PROD00470,1,22705.97,89.01
ITEM000558,ORD000711,PROD00034,3,3813.93,80.24
ITEM000559,ORD000057,PROD00155,10,37608.49,6.58
ITEM000560,ORD000694,PROD00029,9,3226.97,84.99
ITEM000561,ORD000412,PROD00050,-2,14063.41,59.96
ITEM000562,ORD000676,PROD00320,1,27259.33,46.42
ITEM000563,ORD000439,PROD00451,10,37191.91,33.96
ITEM000564,ORD000961,PROD00346,1,27299.2,32.82
ITEM000565,ORD000198,PROD00056,2,836.09,71.33
ITEM000566,ORD000608,PROD00405,4,54271.76,12.6
ITEM000567,ORD000522,PROD00132,6,25318.32,72.46
ITEM000568,ORD000456,PROD00096,4,8346.6,4.41
ITEM000569,ORD000131,PROD00160,10,26207.3,95.97
ITEM000570,ORD000773,PROD00184,5,35061.59,54.11
ITEM000571,ORD000150,PROD00076,8,18589.6,34.29
ITEM000572,ORD000378,PROD00497,1,31109.07,65.77
ITEM000573,ORD000149,PROD00030,4,30475.76,83.52
ITEM000574,ORD000880,PROD00028,7,20694.58,97.65
ITEM000575,ORD000656,PROD00466,4,47137.3,34.16
ITEM000576,ORD000684,PROD00244,8,36025.76,33.11
ITEM000577,ORD000593,PROD00290,6,37004.58,41.87
ITEM000578,ORD000167,PROD00054,8,52578.72,91.05
ITEM000579,ORD000508,PROD00113,1,38362.15,69.32
ITEM000580,ORD000478,PROD00320,4,14417.24,73.46
ITEM000581,ORD000976,PROD00418,6,48455.55,37.59
ITEM000582,ORD000410,PROD00095,1,21832.75,7.37
ITEM000583,ORD000031,PROD00285,2,8629.88,44.04
ITEM000584,ORD000647,PROD00300,6,2729.9,2.97
ITEM000585,ORD000203,PROD00146,3,13214.81,26.2
ITEM000586,ORD000179,PROD00174,9,14833.26,19.6
ITEM000587,ORD000181,PROD00432,5,54647.87,2.1
ITEM000588,ORD000694,PROD00071,7,39326.66,88.5
ITEM000589,ORD000347,PROD00480,4,18373.84,24.01
ITEM000590,ORD000829,PROD00191,3,56475.59,97.71
ITEM000591,ORD000639,PROD00452,7,52715.43,6.54
ITEM000592,ORD000148,PROD00452,3,47714.4,19.17
ITEM000593,ORD000388,PROD00356,6,19145.3,42.95
ITEM000594,ORD000652,PROD00126,-3,35280.82,85.44
ITEM000595,ORD000302,PROD00405,3,19728.07,5.33
ITEM000596,ORD000815,PROD00144,3,51105.01,96.84
ITEM000597,ORD000908,PROD00251,4,43665.18,78.47
ITEM000598,ORD000810,PROD00340,10,3985.9,50.86
ITEM000599,ORD000770,PROD00452,9,22518.54,51.89
ITEM000600,ORD000184,PROD00165,6,31575.99,48.33
ITEM000601,ORD000979,PROD00254,8,16173.29,40.09
ITEM000602,ORD000944,PROD00405,10,39019.26,20.72
ITEM000603,ORD000917,PROD00104,8,51803.78,39.59
ITEM000604,ORD000314,PROD00218,7,34325.09,93.55
ITEM000605,ORD000384,PROD00131,9,5177.06,75.16
ITEM000606,ORD000303,PROD00228,9,21159.34,58.4
ITEM000607,ORD000477,PROD00263,10,20248.8,45.12
ITEM000608,ORD000443,PROD00210,6,48289.82,31.7
ITEM000609,ORD000392,PROD00013,3,26557.14,26.56
ITEM000610,ORD000078,PROD00184,2,17741.62,50.18
ITEM000611,ORD000560,PROD00330,2,47173.81,92.66
ITEM000612,ORD000101,PROD00061,2,21678.19,54.6
ITEM000613,ORD000342,PROD00101,6,15076.42,74.52
ITEM000614,ORD000787,PROD00350,5,11519.48,60.4
ITEM000615,ORD000142,PROD00438,9,54751.71,0.85
ITEM000616,ORD000307,PROD00145,6,47009.38,40.38
ITEM000617,ORD000416,PROD00421,10,45492.58,1.19
ITEM000618,ORD000670,PROD00263,3,51941.42,22.76
ITEM000619,ORD000741,PROD00384,4,28518.85,51.58
ITEM000620,ORD000805,PROD00283,8,43378.37,46.14
ITEM000621,ORD000811,PROD00044,6,50763.52,42.88
ITEM000622,ORD000965,PROD00358,7,12654.13,45.0
ITEM000623,ORD000572,PROD00016,6,8423.12,87.38
ITEM000624,ORD000313,PROD00483,1,30038.03,65.88
ITEM000625,ORD000364,PROD00174,4,25206.92,68.58
ITEM000626,ORD000414,PROD00391,9,18048.27,58.7
ITEM000627,ORD000582,PROD00403,-1,9306.11,95.26
ITEM000628,ORD000339,PROD00291,10,54833.76,57.39
ITEM000629,ORD000401,PROD00196,4,56926.69,6.37
ITEM000630,ORD000396,PROD00097,8,6607.44,56.95
ITEM000631,ORD000463,PROD00328,5,5685.17,10.43
ITEM000632,ORD000567,PROD00091,1,49605.84,60.34
ITEM000633,ORD000028,PROD00096,4,4262.51,96.3
ITEM000634,ORD000291,PROD00106,4,17537.22,52.44
ITEM000635,ORD000466,PROD00030,6,31160.05,17.18
ITEM000636,ORD000881,PROD00466,7,23527.21,98.96
ITEM000637,ORD000133,PROD00275,7,28747.24,6.88
ITEM000638,ORD000979,PROD00463,4,7882.94,20.57
ITEM000639,ORD000443,PROD00419,8,9611.0,57.51
ITEM000640,ORD000318,PROD00301,4,30198.25,68.48
ITEM000641,ORD000283,PROD00104,1,59466.0,44.57
ITEM000642,ORD000845,PROD00205,10,48473.19,52.59
ITEM000643,ORD000933,PROD00292,8,27666.25,57.61
ITEM000644,ORD000755,PROD00047,5,38813.32,91.89
ITEM000645,ORD000356,PROD00359,5,23526.31,82.34
ITEM000646,ORD000871,PROD00090,7,15023.18,90.0
ITEM000647,ORD000751,PROD00222,8,23141.43,65.91
ITEM000648,ORD000716,PROD00292,2,23673.72,94.57
ITEM000649,ORD000246,PROD00454,3,16499.2,62.81
ITEM000650,ORD000299,PROD00342,2,41912.84,72.24
ITEM000651,ORD000223,PROD00466,8,24735.56,76.19
ITEM000652,ORD000125,PROD00189,2,45348.27,50.44
ITEM000653,ORD000799,PROD00167,7,27111.07,25.28
ITEM000654,ORD000519,PROD00023,8,1700.4,63.89
ITEM000655,ORD000692,PROD00384,8,22931.22,74.6
ITEM000656,ORD000877,PROD00100,7,2362.7,25.06
ITEM000657,ORD000727,PROD00470,3,19693.91,74.87
ITEM000658,ORD000497,PROD00237,2,5044.66,65.7
ITEM000659,ORD000731,PROD00487,8,8501.32,82.04
ITEM000660,ORD000862,PROD00083,-1,36458.61,17.72
ITEM000661,ORD000128,PROD00274,7,10190.36,67.14
ITEM000662,ORD000012,PROD00347,5,9294.44,35.81
ITEM000663,ORD000222,PROD00366,1,53571.99,53.23
ITEM000664,ORD000453,PROD00357,1,50206.42,81.15
ITEM000665,ORD000657,PROD00340,2,23498.04,30.83
ITEM000666,ORD000054,PROD00307,1,3015.02,37.74
ITEM000667,ORD000207,PROD00476,4,22541.22,23.85
ITEM000668,ORD000094,PROD00009,7,1773.86,1.46
ITEM000669,ORD000841,PROD00099,2,13312.01,88.23
ITEM000670,ORD000817,PROD00428,3,43468.29,4.4
ITEM000671,ORD000525,PROD00056,6,19428.51,62.68
ITEM000672,ORD000640,PROD00107,9,23764.33,42.79
ITEM000673,ORD000238,PROD00110,2,21458.92,17.36
ITEM000674,ORD000412,PROD00335,6,817.68,21.28
ITEM000675,ORD000226,PROD00034,5,39031.71,36.9
ITEM000676,ORD000069,PROD00454,4,24724.7,76.75
ITEM000677,ORD000512,PROD00053,9,47496.46,92.22
ITEM000678,ORD000583,PROD00088,5,57546.18,59.99
ITEM000679,ORD000647,PROD00357,7,40706.24,97.24
ITEM000680,ORD000711,PROD00069,6,10602.33,76.17
ITEM000681,ORD000705,PROD00163,8,4144.06,1.76
ITEM000682,ORD000934,PROD00300,8,23004.05,64.06
ITEM000683,ORD000239,PROD00258,10,42307.28,1.33
ITEM000684,ORD000022,PROD00316,2,18600.03,73.79
ITEM000685,ORD000776,PROD00125,10,4855.44,13.76
ITEM000686,ORD000511,PROD00152,4,9185.07,20.44
ITEM000687,ORD000039,PROD00122,10,59314.23,44.37
ITEM000688,ORD000899,PROD00169,3,16759.77,64.36
ITEM000689,ORD000779,PROD00021,9,47527.61,41.49
ITEM000690,ORD000833,PROD00148,1,13817.7,73.29
ITEM000691,ORD000351,PROD00125,4,32404.77,90.66
ITEM000692,ORD000681,PROD00128,4,36522.99,38.15
ITEM000693,ORD000330,PROD00094,-3,461.96,86.99
ITEM000694,ORD000072,PROD00489,4,3221.2,99.2
ITEM000695,ORD000961,PROD00105,3,5596.39,59.26
ITEM000696,ORD000852,PROD00408,4,14254.98,7.82
ITEM000697,ORD000743,PROD00240,5,9933.11,19.75
ITEM000698,ORD000435,PROD00091,10,15013.27,28.54
ITEM000699,ORD000460,PROD00496,4,16384.46,78.13
ITEM000700,ORD000082,PROD00487,6,23954.84,16.78
ITEM000701,ORD000452,PROD00217,9,36602.71,43.34
ITEM000702,ORD000160,PROD00420,8,1286.68,38.14
ITEM000703,ORD000875,PROD00043,5,35751.48,15.28
ITEM000704,ORD000745,PROD00090,5,22888.97,30.58
ITEM000705,ORD000291,PROD00193,9,36400.92,7.19
ITEM000706,ORD000140,PROD00367,8,11823.37,91.61
ITEM000707,ORD000005,PROD00007,9,43849.08,37.43
ITEM000708,ORD000415,PROD00474,7,56423.07,97.05
ITEM000709,ORD000383,PROD00197,8,18537.87,98.75
ITEM000710,ORD000073,PROD00210,1,59549.1,12.45
ITEM000711,ORD000955,PROD00290,3,11734.27,43.63
ITEM000712,ORD000262,PROD00395,6,30625.54,48.86
ITEM000713,ORD000706,PROD00189,1,39089.29,92.65
ITEM000714,ORD000754,PROD00127,4,28715.76,92.15
ITEM000715,ORD000371,PROD00324,1,41878.54,64.53
ITEM000716,ORD000268,PROD00310,8,56661.49,14.74
ITEM000717,ORD000254,PROD00309,10,57111.52,84.15
ITEM000718,ORD000013,PROD00060,2,38699.4,91.69
ITEM000719,ORD000408,PROD00362,10,58451.32,8.03
ITEM000720,ORD000932,PROD00097,7,10032.83,42.69
ITEM000721,ORD000709,PROD00155,9,58064.24,65.85
ITEM000722,ORD000392,PROD00301,5,44062.61,75.25
ITEM000723,ORD000947,PROD00373,2,6645.52,57.26
ITEM000724,ORD000817,PROD00177,3,16214.38,20.95
ITEM000725,ORD000767,PROD00204,5,484.58,16.84
ITEM000726,ORD000504,PROD00001,-1,46447.24,41.78
ITEM000727,ORD000427,PROD00336,5,44009.23,17.06
ITEM000728,ORD000384,PROD00096,3,11961.43,18.2
ITEM000729,ORD000972,PROD00057,8,34068.82,21.26
ITEM000730,ORD000206,PROD00031,3,48569.8,19.19
ITEM000731,ORD000924,PROD00447,7,26499.75,91.3
ITEM000732,ORD000112,PROD00445,3,4880.61,8.57
ITEM000733,ORD000128,PROD00142,2,20594.9,58.56
ITEM000734,ORD000490,PROD00249,2,669.44,26.61
ITEM000735,ORD000979,PROD00004,10,47373.51,4.19
ITEM000736,ORD000217,PROD00268,1,22602.38,52.01
ITEM000737,ORD000986,PROD00390,5,55934.49,47.32
ITEM000738,ORD000346,PROD00310,7,20259.36,68.19
ITEM000739,ORD000352,PROD00162,4,56465.36,66.51
ITEM000740,ORD000388,PROD00313,1,58520.77,87.31
ITEM000741,ORD000826,PROD00052,1,27469.46,69.83
ITEM000742,ORD000743,PROD00428,3,1638.26,12.29
ITEM000743,ORD000544,PROD00144,4,22168.95,61.84
ITEM000744,ORD000675,PROD00446,8,30943.35,66.02
ITEM000745,ORD000004,PROD00327,6,1096.16,36.02
ITEM000746,ORD000047,PROD00497,6,40707.97,23.36
ITEM000747,ORD000497,PROD00205,10,47658.23,34.83
ITEM000748,ORD000962,PROD00477,8,59213.6,85.71
ITEM000749,ORD000927,PROD00052,7,17702.39,19.51
ITEM000750,ORD000147,PROD00446,9,52586.42,78.49
ITEM000751,ORD000734,PROD00259,1,7758.9,79.68
ITEM000752,ORD000309,PROD00427,9,59234.45,46.68
ITEM000753,ORD000918,PROD00229,2,28981.9,54.07
ITEM000754,ORD000250,PROD00109,3,45219.83,65.97
ITEM000755,ORD000092,PROD00055,7,59602.35,2.92
ITEM000756,ORD000952,PROD00476,6,54168.65,76.63
ITEM000757,ORD000226,PROD00369,5,39989.37,95.15
ITEM000758,ORD000687,PROD00064,3,55371.9,63.35
ITEM000759,ORD000504,PROD00047,-1,55913.62,76.63
ITEM000760,ORD000616,PROD00034,6,22682.92,71.74
ITEM000761,ORD000754,PROD00372,7,39269.79,78.51
ITEM000762,ORD000990,PROD00439,7,48526.0,22.36
ITEM000763,ORD000119,PROD00149,2,6771.81,34.02
ITEM000764,ORD000607,PROD00480,4,44702.6,11.61
ITEM000765,ORD000377,PROD00066,6,57248.71,57.69
ITEM000766,ORD000002,PROD00160,1,35444.58,18.99
ITEM000767,ORD000398,PROD00217,6,46299.73,79.75
ITEM000768,ORD000957,PROD00408,3,31233.11,60.16
ITEM000769,ORD000228,PROD00055,7,650.39,85.24
ITEM000770,ORD000324,PROD00075,5,50249.28,49.98
ITEM000771,ORD000467,PROD00076,10,17075.23,74.71
ITEM000772,ORD000870,PROD00411,1,35972.93,30.89
ITEM000773,ORD000706,PROD00064,5,59811.23,70.65
ITEM000774,ORD000490,PROD00324,4,29752.03,70.41
ITEM000775,ORD000386,PROD00031,6,9246.86,71.68
ITEM000776,ORD000869,PROD00376,4,42054.4,5.26
ITEM000777,ORD000887,PROD00398,3,51421.05,72.74
ITEM000778,ORD000307,PROD00418,3,59464.69,54.79
ITEM000779,ORD000346,PROD00217,8,59419.83,75.77
ITEM000780,ORD000401,PROD00037,9,43632.6,28.24
ITEM000781,ORD000946,PROD00100,9,23686.97,13.09
ITEM000782,ORD000771,PROD00406,10,51964.74,5.41
ITEM000783,ORD000958,PROD00364,5,27506.2,16.37
ITEM000784,ORD000141,PROD00227,8,17535.79,14.48
ITEM000785,ORD000224,PROD00412,4,44145.6,0.91
ITEM000786,ORD000744,PROD00439,10,6206.68,78.55
ITEM000787,ORD000880,PROD00076,7,57028.85,42.71
ITEM000788,ORD000862,PROD00087,1,5853.26,97.42
ITEM000789,ORD000184,PROD00484,1,7129.08,51.54
ITEM000790,ORD000347,PROD00304,7,58186.65,62.7
ITEM000791,ORD000414,PROD00126,1,7216.27,39.66
ITEM000792,ORD000310,PROD00353,-1,39202.54,37.54
ITEM000793,ORD000709,PROD00408,2,46686.08,86.49
ITEM000794,ORD000666,PROD00196,5,37976.78,44.51
ITEM000795,ORD000012,PROD00062,2,5049.96,48.92
ITEM000796,ORD000685,PROD00466,9,13573.61,58.69
ITEM000797,ORD000587,PROD00246,5,41654.18,9.46
ITEM000798,ORD000608,PROD00093,7,29103.07,64.46
ITEM000799,ORD000445,PROD00153,10,7601.66,32.52
ITEM000800,ORD000731,PROD00466,9,11174.9,81.29
ITEM000801,ORD000021,PROD00202,9,49066.02,78.35
ITEM000802,ORD000543,PROD00251,2,31182.18,58.47
ITEM000803,ORD000731,PROD00420,2,45235.14,20.75
ITEM000804,ORD000675,PROD00460,2,10921.78,59.91
ITEM000805,ORD000185,PROD00003,9,26889.25,31.43
ITEM000806,ORD000041,PROD00066,10,12453.17,16.12
ITEM000807,ORD000576,PROD00132,1,5168.16,12.47
ITEM000808,ORD000306,PROD00187,9,10379.03,97.71
ITEM000809,ORD000674,PROD00001,4,18105.94,94.62
ITEM000810,ORD000532,PROD00464,5,39583.54,44.49
ITEM000811,ORD000591,PROD00252,6,31407.71,98.6
ITEM000812,ORD000361,PROD00311,9,30684.36,68.79
ITEM000813,ORD000679,PROD00420,1,14302.31,18.81
ITEM000814,ORD000307,PROD00439,4,57449.63,60.21
ITEM000815,ORD000222,PROD00303,6,16716.0,72.91
ITEM000816,ORD000433,PROD00039,9,15372.55,38.18
ITEM000817,ORD000926,PROD00084,7,27418.46,94.47
ITEM000818,ORD000693,PROD00218,3,32200.67,7.06
ITEM000819,ORD000751,PROD00138,4,42895.25,56.36
ITEM000820,ORD000664,PROD00421,9,36336.19,41.97
ITEM000821,ORD000158,PROD00162,7,22798.62,96.4
ITEM000822,ORD000254,PROD00040,5,7564.81,11.0
ITEM000823,ORD000562,PROD00209,2,19828.51,8.9
ITEM000824,ORD000932,PROD00171,5,8865.15,79.81
ITEM000825,ORD000281,PROD00006,-2,58771.16,22.22
ITEM000826,ORD000975,PROD00054,2,10626.31,72.83
ITEM000827,ORD000314,PROD00302,8,5822.88,34.89
ITEM000828,ORD000586,PROD00444,5,33137.38,60.75
ITEM000829,ORD000919,PROD00025,3,19147.98,75.19
ITEM000830,ORD000186,PROD00177,9,33145.13,88.2
ITEM000831,ORD000413,PROD00245,10,7741.57,0.95
ITEM000832,ORD000526,PROD00366,3,39488.02,14.27
ITEM000833,ORD000582,PROD00377,5,3266.59,72.54
ITEM000834,ORD000998,PROD00190,4,40725.09,41.82
ITEM000835,ORD000469,PROD00094,8,59176.15,79.85
ITEM000836,ORD000515,PROD00147,5,57161.72,52.06
ITEM000837,ORD000736,PROD00452,4,18380.73,85.79
ITEM000838,ORD000971,PROD00157,7,46257.65,84.52
ITEM000839,ORD000650,PROD00041,2,43824.19,94.49
ITEM000840,ORD000170,PROD00295,1,5166.65,28.59
ITEM000841,ORD000952,PROD00253,1,57733.76,42.4
ITEM000842,ORD000521,PROD00478,3,28831.39,51.5
ITEM000843,ORD000694,PROD00455,9,41903.13,40.55
ITEM000844,ORD000632,PROD00098,1,42878.19,70.26
ITEM000845,ORD000768,PROD00177,4,59653.89,66.12
ITEM000846,ORD000943,PROD00422,9,41076.28,4.24
ITEM000847,ORD000460,PROD00494,3,40503.88,88.19
ITEM000848,ORD000537,PROD00463,4,10571.37,36.71
ITEM000849,ORD000137,PROD00264,6,57153.77,42.27
ITEM000850,ORD000389,PROD00088,6,58186.73,33.8
ITEM000851,ORD000696,PROD00128,9,51061.55,85.78
ITEM000852,ORD000298,PROD00154,8,17683.35,21.31
ITEM000853,ORD000756,PROD00324,10,23677.93,92.31
ITEM000854,ORD000952,PROD00478,9,49561.07,3.54
ITEM000855,ORD000475,PROD00457,10,50916.27,5.75
ITEM000856,ORD000007,PROD00316,8,19780.25,35.39
ITEM000857,ORD000006,PROD00180,3,24183.88,0.89
ITEM000858,ORD000442,PROD00252,-1,31792.88,89.85
ITEM000859,ORD000421,PROD00064,8,513.94,76.94
ITEM000860,ORD000257,PROD00116,8,23781.99,29.93
ITEM000861,ORD000439,PROD00457,3,32232.0,26.95
ITEM000862,ORD000450,PROD00337,8,9793.87,35.37
ITEM000863,ORD000445,PROD00003,6,53026.22,70.92
ITEM000864,ORD000114,PROD00098,5,2511.35,39.45
ITEM000865,ORD000762,PROD00170,1,9702.72,19.9
ITEM000866,ORD000491,PROD00492,5,7215.66,48.91
ITEM000867,ORD000508,PROD00410,3,19560.77,76.44
ITEM000868,ORD000903,PROD00205,9,43587.07,74.19
ITEM000869,ORD000846,PROD00200,3,6672.99,10.79
ITEM000870,ORD000022,PROD00065,3,20712.82,1.36
ITEM000871,ORD000701,PROD00122,1,40730.79,34.21
ITEM000872,ORD001000,PROD00306,1,26116.28,28.95
ITEM000873,ORD000498,PROD00043,7,14940.06,15.25
ITEM000874,ORD000524,PROD00096,4,16940.22,11.5
ITEM000875,ORD000270,PROD00359,4,40013.19,42.92
ITEM000876,ORD000486,PROD00362,2,42098.58,50.23
ITEM000877,ORD000186,PROD00097,10,37771.58,14.87
ITEM000878,ORD000124,PROD00068,7,2398.15,99.04
ITEM000879,ORD000952,PROD00075,7,1157.91,19.96
ITEM000880,ORD000886,PROD00027,7,24497.1,30.64
ITEM000881,ORD000649,PROD00119,4,20237.05,47.92
ITEM000882,ORD000523,PROD00219,1,18326.97,26.92
ITEM000883,ORD000288,PROD00483,6,42723.98,24.7
ITEM000884,ORD000917,PROD00025,3,2549.26,5.21
ITEM000885,ORD000763,PROD00165,4,17190.49,28.02
ITEM000886,ORD000622,PROD00052,7,11171.92,94.83
ITEM000887,ORD000373,PROD00172,5,6780.56,66.89
ITEM000888,ORD000700,PROD00283,3,19939.58,74.13
ITEM000889,ORD000371,PROD00381,10,31778.84,37.16
ITEM000890,ORD000666,PROD00142,4,35101.2,8.72
ITEM000891,ORD000109,PROD00067,-1,2558.23,96.83
ITEM000892,ORD000906,PROD00336,4,11656.36,44.58
ITEM000893,ORD000102,PROD00039,9,37178.72,30.15
ITEM000894,ORD000486,PROD00390,4,32060.1,15.37
ITEM000895,ORD000131,PROD00099,7,33074.69,25.25
ITEM000896,ORD000899,PROD00389,9,58510.06,89.49
ITEM000897,ORD000460,PROD00323,2,54659.87,6.77
ITEM000898,ORD000430,PROD00269,9,47474.02,16.69
ITEM000899,ORD000281,PROD00357,3,17450.42,95.58
ITEM000900,ORD000063,PROD00407,4,44468.84,39.75
ITEM000901,ORD000702,PROD00273,9,58295.15,16.55
ITEM000902,ORD000769,PROD00261,7,33793.67,39.02
ITEM000903,ORD000622,PROD00140,4,11125.57,16.0
ITEM000904,ORD000224,PROD00304,1,52761.39,79.06
ITEM000905,ORD000467,PROD00258,9,15604.19,85.25
ITEM000906,ORD000304,PROD00363,5,33173.84,17.11
ITEM000907,ORD000047,PROD00274,4,17581.41,63.96
ITEM000908,ORD000965,PROD00453,5,55642.15,27.04
ITEM000909,ORD000810,PROD00027,4,59373.22,21.0
ITEM000910,ORD000119,PROD00001,6,37997.7,97.22
ITEM000911,ORD000333,PROD00043,9,15915.89,13.36
ITEM000912,ORD000920,PROD00314,5,19545.64,5.73
ITEM000913,ORD000836,PROD00006,6,13234.85,96.52
ITEM000914,ORD000181,PROD00132,1,32289.58,97.88
ITEM000915,ORD000797,PROD00481,10,6475.92,74.58
ITEM000916,ORD000392,PROD00485,5,52214.54,63.43
ITEM000917,ORD000565,PROD00106,8,13316.28,26.88
ITEM000918,ORD000596,PROD00323,7,9422.92,23.17
ITEM000919,ORD000744,PROD00223,6,8985.22,47.9
ITEM000920,ORD000508,PROD00093,8,11183.18,86.24
ITEM000921,ORD000194,PROD00292,8,56606.97,18.04
ITEM000922,ORD000289,PROD00011,5,9858.83,17.77
ITEM000923,ORD000404,PROD00352,10,11352.1,14.35
ITEM000924,ORD000437,PROD00126,-3,58226.09,10.02
ITEM000925,ORD000540,PROD00071,1,36237.28,37.79
ITEM000926,ORD000022,PROD00057,1,45830.4,64.45
ITEM000927,ORD000045,PROD00068,4,46230.05,26.77
ITEM000928,ORD000962,PROD00322,10,908.46,96.64
ITEM000929,ORD000981,PROD00406,2,32587.97,81.83
